USERNAME,EMAIL,ACCOUNT_NAME,ACCOUNT_ID,ACCOUNT_LEVEL,WINS,LOSSES,WIN_RATE,LEAGUE_POINTS,RANK,TIER,OVERALL_SCORE,ROLE,SCHEDULE_TIME_START,SCHEDULE_TIME_END,AGREEABLENESS,CONSCIENTIOUSNESS,EXTRAVERSION,NEUROTICISM,OPENNESS
DaniAbernathy,denny.batz@hotmail.com,AlB.Zienya,42cb9bdf-040f-4099-89f8-e3e1df39971d,551,291,279,51.1,168,I,GOLD,1751,ADC,8,9,2.5,5,3.4,4.3,2.9
StanfordSmitham,rudolf.rempel@hotmail.com,PatPending,857e0cb8-f956-4e15-9967-45ce91c24fef,660,222,206,51.9,414,I,PLATINUM,2260,JUNGLE,20,22,1.1,4.4,1.6,4.4,4.7
ErikaStokesJr.,sharice.swaniawski@gmail.com,CandyBaskett,4a3427ae-4dea-4574-a42c-056963838937,252,85,54,61.2,308,IV,GOLD,1752,SUPPORT,1,3,3.4,4.9,4.7,4.7,1
MissAdrianeAbbott,forrest.lindgren@yahoo.com,AlOMoaney,39ca759c-357f-457e-85c1-b09d1e8ee26e,190,100,82,54.9,50,I,CHALLENGER,2990,ADC,15,18,3.7,2.3,3.5,2.1,3.9
MaryanneMitchellIII,kiersten.feest@hotmail.com,MyraMaines,d7a916c3-13a5-4a06-9f08-262cac3621d8,12,151,114,57,402,III,IRON,212,SUPPORT,9,11,4,1.5,4.4,1,3.4
Mr.LeoniaAbbott,florencio.schimmel@yahoo.com,BobFrapples,f12f18ff-db5f-413e-9768-78fb3997592a,151,74,46,61.7,83,III,PLATINUM,1951,TOP,20,23,2.7,4,2.3,4.3,2.3
GloriaPagac,korey.hahn@gmail.com,BrandonCattell,c893dcc1-6711-4fd8-beda-135604f7e968,561,366,352,51,41,I,GRANDMASTER,3361,MID,16,18,3.3,4.2,1.7,1,4.9
MissSaundraKoepp,giovanna.hyatt@gmail.com,AlNino,693c8aff-cc9e-4a6a-828d-66e238bcb61c,636,463,458,50.3,238,I,BRONZE,1036,JUNGLE,4,8,2.6,1.9,1.4,3.1,3.3
ManWillms,cornell.stehr@gmail.com,TommyGunn,42cd836f-e63d-41fc-8cc4-9cc9bc73a57d,205,447,435,50.7,264,II,BRONZE,705,TOP,18,19,2.7,4.2,4,1.7,4.5
Mr.RogelioTorp,earl.kertzmann@yahoo.com,AdamBaum,c6b3644d-abee-4585-978c-b8758e84fb0e,691,393,376,51.1,72,I,GRANDMASTER,3491,ADC,13,17,2.3,2.4,4.9,3.6,2
Ms.JoleenTowne,michael.romaguera@yahoo.com,ChiSpurger,13548620-c9d4-4baf-b81c-7a6216210d8b,136,385,373,50.8,471,I,PLATINUM,1736,MID,3,5,2.3,1,4.5,4.3,3.8
Ms.GinoWyman,dean.collins@yahoo.com,IonaFrisbee,c049c5e3-2746-4163-b2d3-dd23d2fb3786,357,94,78,54.7,22,IV,DIAMOND,2657,SUPPORT,9,11,4.1,3.2,4.7,1.4,1
StevieFahey,marielle.kemmer@gmail.com,ChrisP.Wheatzenraisins,97f63b85-19a8-4296-99e1-f1c36ca2df04,227,388,352,52.4,217,I,CHALLENGER,3027,ADC,18,19,3.5,3.6,2.5,2.5,2.7
AbdulDonnelly,jessica.bernhard@gmail.com,OliveYew,9f155871-2bd0-468e-8bb1-5a57cf507cea,332,193,125,60.7,27,IV,GOLD,1832,SUPPORT,18,19,1.8,3,3.9,4.5,2.8
AlexandriaKerluke,dick.mayer@gmail.com,CandyBaskett,6932614f-753f-49ec-8cc3-34bc81fd4ae6,85,362,336,51.9,1,I,MASTER,2885,TOP,22,23,3.5,3.2,4.2,2.2,3
Ms.MarcoJohnston,foster.osinski@gmail.com,StuPitt,b9b324f5-503f-4f5e-a11b-e81ae063b01c,460,163,133,55.1,73,III,GOLD,1860,JUNGLE,5,7,3.6,4.8,4.9,4.6,4.9
Mrs.JarredKoepp,tammy.wintheiser@yahoo.com,HyGene,89f0ed1e-0764-490c-9387-d3fedc42e048,216,145,119,54.9,66,I,BRONZE,616,MID,6,7,2.2,3.5,5,4,2.7
OthaBerge,eleonore.koepp@gmail.com,TimBurr,e0e73174-7461-45bf-ad4c-47a99ad8547b,424,257,254,50.3,286,IV,SILVER,1524,TOP,4,5,3.6,1.9,4.7,2.2,4.9
MerleMurazik,cindie.stamm@hotmail.com,JoyRider,41772fd4-32cb-4166-a214-d1e9dbc796a7,535,233,237,49.6,15,I,CHALLENGER,3335,MID,20,22,1.2,4.9,2.9,3.8,4.3
CherriMitchell,lai.wintheiser@gmail.com,UleeDaway,d27fac90-3940-4976-8c3b-838dea9141de,124,318,285,52.7,289,II,GOLD,1424,JUNGLE,17,21,2.7,2.2,3,3.3,3.7
MarniHudson,evan.senger@yahoo.com,IonaFrisbee,817f1dec-a9f5-4286-b4b7-a14d0c781175,79,49,41,54.4,1,I,GRANDMASTER,2879,TOP,23,3,1.2,3,1.2,4.3,4.6
JeffreyBreitenberg,johnetta.shields@yahoo.com,AnitaBathe,fe8ac7b8-ffe2-465e-a4fe-170cad1251ef,514,193,153,55.8,12,III,PLATINUM,2314,JUNGLE,1,3,2.6,2.1,4.6,2.6,3.7
ElishaBergstrom,solange.schuppe@hotmail.com,RipTile,6aec0c6d-fb2d-4042-b939-77e5de164013,362,157,155,50.3,78,I,BRONZE,762,ADC,15,19,3.6,4.9,1.7,4.7,1.1
KatlynConroy,bettye.hintz@yahoo.com,P.Brain,eae78527-0795-454a-b921-648c94681c30,425,118,75,61.1,204,IV,GOLD,1925,TOP,8,10,1.1,3.3,3.1,1.3,3.9
EdwinRempel,lakiesha.kovacek@gmail.com,MaxPower,2a51a023-1029-41ea-993c-3d9f0205ede0,136,361,359,50.1,0,II,SILVER,1036,SUPPORT,20,0,2.9,2.3,3.9,4.3,2.7
YoungBeer,filiberto.weimann@yahoo.com,JuanNightstand,920b9470-b393-46e6-8195-9c4161f9c574,505,182,148,55.2,19,III,GOLD,1905,SUPPORT,13,17,3.4,4.6,1.7,1.9,4.5
LubaWeber,lauri.kozey@hotmail.com,MistyMeanor,755739c1-28cd-4ca5-9d7f-891dd5fa6354,185,439,436,50.2,337,I,GRANDMASTER,2985,SUPPORT,3,7,3.5,1,4.9,1.3,1.7
CoralFritsch,gale.wisoky@yahoo.com,EdIble,9e405693-6ff4-4438-a53f-3145bd88a826,318,249,248,50.1,122,IV,GOLD,1818,ADC,20,22,2.1,3.6,3.6,3.5,3.1
AdeleVonRueden,le.herzog@gmail.com,CarlArm,406b5ac0-d2d3-4f45-b917-abdfcc686474,333,207,167,55.3,30,II,DIAMOND,2433,JUNGLE,14,18,1.4,4.9,3.3,4.9,4.1
GiuseppePagac,deeanna.waelchi@hotmail.com,JoyKil,f28166b7-ef1e-44b8-b0c4-e62dd078d0fe,475,176,166,51.5,18,II,GOLD,1775,TOP,13,15,2,1.8,2,3,4.7
DarinEbert,shannon.fadel@hotmail.com,ArchN.Emmy,13bdd0ea-5ff4-4e92-97cb-dd3034327d86,55,106,76,58.2,124,III,DIAMOND,2255,ADC,11,13,1.6,4.9,2.6,2,2.1
NickyHills,granville.russel@gmail.com,BessTwishes,d851a0dc-df63-43a2-95fd-0b24867cb2af,1,408,333,55.1,0,I,CHALLENGER,2801,JUNGLE,4,6,4.4,2.4,4.3,3.5,1.1
Ms.AndreaBalistreri,val.gutkowski@hotmail.com,MasonJarr,45c181fe-763f-49bf-b638-d7d1ab243ea4,53,157,121,56.5,451,I,CHALLENGER,2853,SUPPORT,18,22,4,4,1.6,1.9,2.9
RonaldWilliamson,nu.towne@gmail.com,BenD.Fender,fa6bf6eb-f71c-4492-9d1b-8ca29ae8bbcb,193,136,111,55.1,111,III,IRON,393,MID,3,5,3.5,2.7,4.5,4.4,4.6
WillardDanielDDS,tonda.welch@hotmail.com,DanDruff,b605e95d-8af1-492b-8d8e-8de7fb71affd,37,403,316,56.1,0,III,PLATINUM,1837,MID,8,12,4.5,3.2,4.1,3.8,4
NevilleLednerPhD,albertine.jaskolski@yahoo.com,CrystalBall,d719cde2-6bd6-4de7-bcb7-dfa3b67be705,129,234,229,50.5,30,I,CHALLENGER,2929,JUNGLE,21,1,2.4,3.7,2.8,2.4,1.7
MikeWilkinson,cruz.keeling@hotmail.com,CrystalGlass,487d088b-7641-49e6-8b33-b664985a6746,503,236,202,53.9,44,I,PLATINUM,2103,MID,12,15,2.9,1.6,1.4,3.8,1.3
ArvillaThiel,dorian.reichert@gmail.com,BartEnder,a747f8df-ecc9-4ee6-abfb-5cea405d8d0b,182,383,349,52.3,206,III,BRONZE,782,TOP,20,22,4.4,2.9,1.8,3.4,4.9
GinettePadberg,boyd.kirlin@gmail.com,DarrellB.Moore,6e006ea3-255c-4fa2-8c9f-eb4ec450886b,681,226,214,51.4,522,I,GRANDMASTER,3481,ADC,20,22,3.9,2.3,3.3,3.8,3.4
AntoneMoore,horacio.huel@hotmail.com,JuneBugg,b45ad585-d327-441c-942b-b3cd237b0f83,378,287,294,49.4,23,I,SILVER,1178,JUNGLE,5,7,2,4.7,3.4,4.5,2.9
WenonaFarrell,stevie.kulas@hotmail.com,DennyJuanHeredatt,042eb3e3-c20d-477e-9891-25d86311fc0c,586,283,283,50,1,I,PLATINUM,2186,TOP,12,15,2.9,4.9,4.1,3.5,2.6
EmilioGreenPhD,elliot.kiehn@gmail.com,PollyDent,52cc8906-fd0d-4e4e-b4d2-1155d28fc747,340,139,133,51.1,1,II,DIAMOND,2440,JUNGLE,4,7,3.8,3.5,4.2,4.5,3.2
MontyRaynor,francesco.wehner@hotmail.com,MarshaMellow,d7e1d701-b9fd-4724-bf72-5b0a191b72ca,691,261,248,51.3,382,I,CHALLENGER,3491,JUNGLE,19,23,4.8,2.8,2,3.1,2.6
HermelindaHeaney,creola.bergnaum@yahoo.com,BillFoldes,f600ba3d-f75c-4647-9ae5-a43cb1bb3b3e,622,526,498,51.4,148,II,IRON,722,ADC,2,4,3.4,1.1,1.9,3.1,4.2
DarioLockmanMD,angelo.morar@hotmail.com,DennisToffice,85f9efb9-6198-439a-8d9e-731b8c2241d3,97,274,268,50.6,449,IV,SILVER,1197,MID,22,2,4.5,2,3.4,1.6,4.6
ScottFranecki,johnie.schroeder@gmail.com,SallyMander,bc06be90-a9f8-4e6f-847b-a3e3f51e83de,454,348,305,53.3,297,I,PLATINUM,2054,SUPPORT,20,0,3.6,3.2,4.4,3.4,3.7
NamAbshire,myles.hills@gmail.com,DougGraves,203d3be0-b808-4f20-b3e5-53f47e3d94ee,23,87,62,58.4,1,III,PLATINUM,1823,MID,15,17,3.3,2.7,2.7,1.9,1.6
DavidaHerman,ahmed.marvin@gmail.com,EliOndefloor,875f1543-3f95-4ba7-b7ab-5df240b64d7f,540,544,535,50.4,278,II,SILVER,1440,SUPPORT,5,9,2.7,2.1,2.6,3.2,1.5
PatriciaRyanI,latrice.gutkowski@gmail.com,SeymourLegg,1acff3b8-eb0c-4a26-a333-84d12880ae7b,221,138,137,50.2,25,I,MASTER,3021,MID,10,11,3.7,2.9,3.5,2.5,4.3
Mr.KenethZboncak,arnetta.huels@gmail.com,BoNessround,aa798343-aaae-4918-8290-7efd78cd3c18,403,63,50,55.8,23,I,CHALLENGER,3203,TOP,16,20,4.1,3.7,2.7,3.9,4.8
BelleThompsonIV,alonso.cummerata@gmail.com,SimonSwindells,9cacd278-c565-4a5c-8c0e-06212f49162c,559,68,56,54.8,3,I,MASTER,3359,SUPPORT,22,23,3.9,1.7,3.2,4.7,1.6
MissEltonWitting,riva.kertzmann@hotmail.com,JerryAtrics,075d849e-efdd-48d8-abaa-899b29560eef,622,70,58,54.7,181,I,DIAMOND,2622,TOP,4,7,3.4,4.7,4.8,1.9,2.6
AlfonsoRempel,jenae.oreilly@hotmail.com,MissySippy,ce984472-3164-418f-a855-221229278f7b,648,637,601,51.5,149,I,MASTER,3448,TOP,12,15,1.3,2.2,2.9,2,4.2
AlexisDavis,fonda.hegmann@yahoo.com,KimPayneSlogan,14bd1238-e179-4311-b862-3e176cb923af,588,54,44,55.1,1,I,GRANDMASTER,3388,ADC,13,17,1.1,1.1,4.2,3.6,4.4
MoseTillman,avis.kulas@gmail.com,BenDover,b133d39c-fbf5-4f17-ad56-06e3ad5717f9,304,235,151,60.9,1,I,MASTER,3104,ADC,17,21,3.2,3.4,1.3,3,3.6
NorbertoCasper,vincenzo.kunze@hotmail.com,I.RonStomach,6e51da19-9164-4087-8141-0cacc927ac1f,552,265,261,50.4,198,I,MASTER,3352,SUPPORT,7,10,2.4,3.3,2,4.4,2.8
ValenciaBosco,mark.brakus@gmail.com,OscarRuitt,11299da4-94ec-4bfd-afda-9ad9a0b33a59,30,59,65,47.6,53,I,CHALLENGER,2830,JUNGLE,18,21,2.8,1.7,3.3,3.3,1
CassaundraDietrich,afton.hane@yahoo.com,RipTorn,c21bdaf3-73c0-4dd2-9bfb-78afbb9dd268,474,128,101,55.9,0,I,PLATINUM,2074,TOP,10,11,1.5,1.1,4.2,3.9,2.3
EduardoBins,ferdinand.barrows@gmail.com,MoeSkeeto,ad9e3239-dce1-4594-be4a-b0ddefee6bb5,569,138,113,55,181,I,IRON,569,MID,19,22,2.6,3.2,1,2.2,3.2
DarinBerge,alena.hermiston@gmail.com,SuePermann,2d384e04-edc0-4ab2-8127-d43b45491396,284,115,101,53.2,431,I,GRANDMASTER,3084,JUNGLE,15,19,3.8,1.8,4.7,2,3.7
ClarisStromanDVM,delcie.stokes@gmail.com,OliveGreen,93bca4c0-0a4b-4f31-879c-f0d9547d59b0,351,182,110,62.3,16,I,MASTER,3151,SUPPORT,3,4,3.3,3.4,4,4.6,1.7
WallaceMosciskiI,catrina.roob@hotmail.com,IleneWest,ab07f06d-207a-4174-b44b-5923bb38c263,673,79,65,54.9,333,I,SILVER,1473,MID,14,17,4.3,2.1,3,2.5,4.2
TamekaZulaufIV,ernesto.gibson@gmail.com,BillLoney,947275b1-f17a-4e28-8b48-10ccbb3ad552,69,173,175,49.7,0,III,DIAMOND,2269,ADC,0,3,2.6,4,1.3,3.1,1.4
Mrs.ChanceOndricka,danilo.willms@hotmail.com,TomKatz,9806b262-42a9-4baa-8773-64ed3a804a30,486,185,165,52.9,50,II,BRONZE,986,SUPPORT,0,2,3.2,4,2.8,1.1,1.7
LingHuels,tory.lebsack@gmail.com,BeaMinor,a5342282-5c77-4c84-aed2-c2a249de5845,437,136,122,52.7,265,I,GOLD,1637,JUNGLE,0,4,4.2,1.5,4.8,3.6,4.9
TiffinyMurray,akiko.koch@hotmail.com,MyraMaines,634d139b-2cf7-4167-846c-0e7506027fa1,176,157,99,61.3,78,I,GRANDMASTER,2976,MID,10,14,2.6,3.3,3.5,2.5,4.2
BenGoodwinV,antone.flatley@yahoo.com,EvanKeel,b3f66930-0093-49c3-a213-d94c8fc9d316,315,183,160,53.4,189,I,DIAMOND,2315,JUNGLE,7,11,1.8,1.6,3,3.3,3.7
SherwoodKoelpin,avery.harvey@hotmail.com,AlLuminum,927e4c81-43b0-4b9c-ac7a-90e2347dbb79,224,331,313,51.4,444,I,IRON,224,ADC,20,21,3.1,3.7,2.9,1.9,1.4
EdwardoParisian,efrain.stehr@yahoo.com,SimonSwindells,5d5f77db-5c16-47d4-a2f1-3f0811e0f6de,3,555,525,51.4,50,I,SILVER,803,ADC,13,14,1.1,5,4.6,3.5,4.2
ClarenceBashirianDDS,shira.stiedemann@hotmail.com,KurtRemarque,81bc4b39-1a9d-44a6-8a32-16ffe34bd3b0,421,297,282,51.3,110,I,BRONZE,821,JUNGLE,12,16,5,2.5,4.8,4.3,4
ShardaWintheiser,vena.reichert@gmail.com,GeorgeWashingtonSleptier,685ba8fc-edde-4f29-9c82-f7e6e3d1e877,377,425,433,49.5,76,II,DIAMOND,2477,TOP,19,20,2.3,2.6,4.5,1.8,3.5
BettyeKirlin,justin.price@hotmail.com,IleneNorth,e3986977-39ca-43f7-806f-2928dfd22c9e,511,1087,1061,50.6,16,II,DIAMOND,2611,ADC,13,15,3.2,3.6,2.1,2.5,1.9
OzzieJaskolskiPhD,sharla.grady@gmail.com,AaronThetires,bbea91fa-4f95-48e6-80cc-8c351d77246d,419,634,637,49.9,35,I,IRON,419,JUNGLE,20,23,3.5,2.5,4.6,2.9,1.9
RebeckaJohnson,mozella.streich@yahoo.com,LisaCarr,86146720-f78a-45e2-b5ab-78684f75b16c,355,83,73,53.2,0,I,GRANDMASTER,3155,JUNGLE,2,3,4.1,2.4,3.6,4.5,4.9
MakedaKuhic,bobby.hills@gmail.com,SamManilla,5741a72e-6a26-406b-9136-02e87103a78d,279,167,130,56.2,161,I,MASTER,3079,TOP,2,5,3.1,3,4.5,2.4,4.9
MilesGrantI,tish.runolfsdottir@gmail.com,BobFrapples,3171d5c8-707b-41e6-86f5-92789606ddb2,217,248,225,52.4,183,IV,DIAMOND,2517,ADC,0,2,3.6,3.3,4.5,3.3,3.7
Ms.AubreyRath,marta.casper@hotmail.com,MaxLittle,b7a44e8b-e3bc-4900-90ca-81f13a61329d,136,129,123,51.2,69,I,BRONZE,536,JUNGLE,3,5,4.9,2.8,1.8,2.6,4.5
ShawandaRunolfsson,edmund.miller@hotmail.com,I.P.Freely,f7862d74-42fc-4346-8d10-52c34d90512e,476,141,123,53.4,132,I,CHALLENGER,3276,TOP,10,12,3,1.5,4,3,2.3
OliverWhiteMD,alex.christiansen@gmail.com,JuanNightstand,68f95deb-b2b4-4f96-bfbd-0f2ba6a3fd62,665,239,214,52.8,516,I,GRANDMASTER,3465,ADC,0,2,1.1,4.7,2.1,4.8,4.9
DamienGloverII,elinor.ryan@gmail.com,LesPayne,fdadc601-963e-4bfd-9f19-8294e8d72bfd,654,634,609,51,192,IV,BRONZE,1354,MID,8,9,3.7,1.2,2.8,3,2.1
TinishaPacocha,steven.paucek@gmail.com,StuPitt,1e5886fd-50a4-4887-8ac5-e9ce3b2dc983,199,297,251,54.2,40,I,GRANDMASTER,2999,MID,2,4,3.3,4.1,4.9,1.9,2.6
ShaSenger,odis.zemlak@gmail.com,ImaB.Leever,01298a59-846b-4738-9664-bf3879b250db,12,193,169,53.3,119,II,SILVER,912,ADC,2,4,2.4,3.9,2.5,3.4,1.2
Mr.KasieWisoky,odelia.pouros@gmail.com,PennyWise,b0870fac-14a1-4f60-bd33-5ffff9969b33,318,334,329,50.4,395,IV,DIAMOND,2618,TOP,15,19,3.3,4.6,2.2,2.3,4.2
Dr.FrederickFerry,ronna.mcglynn@yahoo.com,DeeKay,904516f8-7964-441a-8cd7-d680fce92e7d,537,533,486,52.3,55,III,GOLD,1937,JUNGLE,3,4,3.5,4.5,5,1.9,2.3
DignaMueller,darnell.batz@gmail.com,ClaraNett,1a09831f-0bc3-474e-bd6c-04a8effe341f,389,222,172,56.3,1,I,MASTER,3189,MID,6,7,2.6,5,1.3,1.5,3.9
RoryDonnelly,jestine.jacobi@yahoo.com,IdaWhana,1f3c2640-82b3-4884-9214-d09f100070bc,369,217,207,51.2,1,I,GOLD,1569,MID,10,14,2.3,3.9,4.9,4.5,2.5
ZonaWehner,selma.ortiz@yahoo.com,KurtRemarque,c8bca8df-2e31-4372-b956-da27150bf266,260,256,253,50.3,344,IV,IRON,560,SUPPORT,4,5,2.2,1.5,2.4,3.3,2.8
NorbertoRaynor,berry.wilkinson@yahoo.com,XavierMoney,469c809a-fec5-4a40-a79d-ea1aaa085032,586,238,231,50.7,174,IV,PLATINUM,2486,MID,10,13,3,1.7,2.6,4.9,3.3
Dr.JaninaPfeffer,lonnie.larkin@hotmail.com,ArchN.Emmy,d24bc294-9163-4483-8906-93e7a3e70421,209,429,394,52.1,59,I,CHALLENGER,3009,JUNGLE,15,17,3,3.7,2.1,1.5,3.4
LaunaHermannMD,darius.stracke@hotmail.com,MoreyBund,34af93be-c870-4502-87ca-dc46ddb51c77,118,131,80,62.1,41,III,BRONZE,718,ADC,5,6,4.2,3.8,3.9,4.3,2.8
KarylLarkin,oda.stoltenberg@yahoo.com,BenThair,1f0a4ae2-5a2b-4b33-8025-b2e0f6994207,255,559,525,51.6,290,II,DIAMOND,2355,ADC,23,3,3.4,3.5,3.9,1.7,1.6
BennieDickens,kirby.maggio@hotmail.com,AnitaJob,7844e11d-d663-4e5c-8cc6-2bcdb5385dd1,534,305,256,54.4,132,III,GOLD,1934,ADC,14,17,3.3,2.6,4.9,2.5,4.4
MonroeConnellyV,helen.rempel@hotmail.com,TyKnotts,fe7575bf-dc47-4d06-8f3d-741d7c41afd4,556,591,598,49.7,252,II,BRONZE,1056,MID,18,21,1.3,4,2.3,3.5,1.8
LeesaDietrich,jefferson.kassulke@yahoo.com,BenODrill,86165bb9-1883-47ad-a806-ed49241a8521,199,208,176,54.2,79,III,DIAMOND,2399,MID,19,21,3.9,2,4.3,3.8,3.4
RoseanneSpencer,inga.schultz@yahoo.com,RickyT.Ladder,e86069f9-72ef-4c1f-9b8d-38a9183c24d2,65,179,154,53.8,152,IV,GOLD,1565,SUPPORT,3,7,2.3,4.4,3.1,3.8,1.1
HannahRogahn,lissette.bradtke@yahoo.com,MayONays,8527b2bd-3fbc-474d-94f9-fe3ba632d7c7,145,378,363,51,401,II,SILVER,1045,JUNGLE,1,3,2.4,2.5,1.3,3.8,3.2
FloHeathcote,velma.ernser@hotmail.com,NeilDown,b03a4d05-8b00-47c1-b8e0-7ce68a8bea6e,225,150,152,49.7,25,II,SILVER,1125,JUNGLE,6,8,1.4,1.2,4.7,2.9,2.3
SolRunolfsdottir,ellamae.lynch@hotmail.com,XavierMoney,818dacfa-4083-4b80-8d9b-f734aa1910d8,455,177,173,50.6,288,I,BRONZE,855,TOP,3,7,2.4,4.4,4,2.4,1.8
LoanMcGlynnIV,sherley.koepp@yahoo.com,LowdenClear,b8497a6e-cb45-4110-8e4e-fd196bf1cada,179,573,556,50.8,274,IV,IRON,479,TOP,0,1,1.2,3.4,1.4,4.9,4.7
LetaHerzogJr.,wayne.kuvalis@hotmail.com,BrandyAnneKoch,418fc6b9-d725-465f-87fc-e13de1f9fc74,18,248,213,53.8,364,I,PLATINUM,1618,SUPPORT,13,15,2.9,4.6,2.8,3.7,4.4
ElvinRunolfssonSr.,shanda.osinski@gmail.com,EveHill,4be36b79-1624-4ff0-9ddf-22e9deeefd23,665,86,62,58.1,45,IV,PLATINUM,2565,TOP,4,5,1,2.8,2.8,3.8,1.2
LorrineSchmelerPhD,barbera.satterfield@gmail.com,AliGaither,4c098b70-99f2-4042-8069-46f8df520ec5,278,111,86,56.3,136,II,GOLD,1578,JUNGLE,12,14,1.9,1.6,3.3,1.8,1.6
MindiFeest,jefferey.bins@hotmail.com,TedE.Baer,fef115b8-0403-45f1-84fb-797c4a0d2b32,310,223,185,54.7,143,II,IRON,410,TOP,14,17,4.8,2.1,4.9,1.7,1.7
RoseannaWilliamson,lindsey.ruecker@gmail.com,ImaHogg,46944793-d4d6-4489-8618-eaeb432cfecd,670,282,275,50.6,91,I,MASTER,3470,JUNGLE,20,22,3.7,2.9,4.9,3,2.4
ThomasinaFadelMD,jackie.koelpin@hotmail.com,CalCulator,d160114a-6a88-40a8-8dc0-70fc4e36511d,656,466,458,50.4,228,II,SILVER,1556,SUPPORT,5,7,2.5,4.3,2.3,1.1,3.8
RonnieLarkin,sterling.okeefe@hotmail.com,AnnaSasin,74ca87fa-99d8-44a7-8c2a-40f997055dc7,647,738,714,50.8,352,II,BRONZE,1147,MID,20,21,4.5,3.7,3.1,2.9,1.8
AlonsoSchmeler,curt.daugherty@yahoo.com,MayK.Fist,0cbc0492-cddb-4070-b9f6-4db2f13a7168,26,250,241,50.9,406,I,CHALLENGER,2826,TOP,23,1,2.5,5,2.4,4.5,4.9
ChasDaugherty,jerry.wilderman@yahoo.com,GeneE.Yuss,a5a5466f-d216-4026-964d-24ebc41f0bbc,155,263,238,52.5,0,II,SILVER,1055,ADC,6,8,1.7,2.9,3.8,3.9,1.5
Ms.MurielWuckert,michale.gottlieb@yahoo.com,LesPayne,bb18f5ca-6e5b-4a52-b50a-2b1c780b60a3,325,209,199,51.2,166,IV,DIAMOND,2625,JUNGLE,11,13,3.2,3.2,4.5,3,2.4
Mrs.MarilouGulgowski,song.stark@yahoo.com,CarlArm,837248dc-2cbd-49a4-9ef0-d7c8e2de3034,650,442,366,54.7,69,I,MASTER,3450,JUNGLE,2,5,2.5,1.7,1.4,2.5,4.2
JacksonHackett,lauryn.veum@gmail.com,ImaKlotz,87ed6c81-5b66-4ec2-a2d7-eba2d6e0cb14,376,172,150,53.4,1,IV,GOLD,1876,ADC,0,2,3.8,1.8,1.5,3.2,3.6
KarolynChamplin,corrie.hilpert@yahoo.com,BruceEasley,4fca4b3e-de1a-4bfa-bd05-da1a7e0451a5,233,258,258,50,295,II,PLATINUM,1933,SUPPORT,8,12,1.9,2.6,2.9,1.7,2.1
MerleneKohler,takisha.huels@hotmail.com,DanDruff,cc07290b-0345-4849-b862-f5c9b6d8756a,342,189,194,49.3,143,I,PLATINUM,1942,TOP,17,19,1.7,1.3,4.9,2.8,3.5
LynseyKutch,elias.considine@yahoo.com,NeveAdda,9fbc2c21-c29b-4ffc-8704-dd572c9b4c96,571,670,637,51.3,473,I,IRON,571,ADC,23,2,4.5,5,4.3,1.7,4.6
Ms.ConradRoob,florance.green@yahoo.com,WilmaLeggrowbach,c7e16885-68b1-4e8d-91fa-69d87cd2034e,169,580,540,51.8,88,III,SILVER,1169,MID,3,4,1.2,1.1,3.4,4,1.8
Mrs.YajairaDuBuque,loretta.legros@hotmail.com,ShandaLear,3bfd0a74-21a1-430e-91ea-101ce6c64e47,314,169,133,56,161,III,PLATINUM,2114,ADC,10,13,4.9,3,1.9,1.6,3
AdolfoDonnelly,gerard.hansen@hotmail.com,MaconPaine,8159e73c-3aff-40f2-8f07-e0251e19167a,91,463,433,51.7,0,II,IRON,191,JUNGLE,19,21,2.4,1.9,4.5,1.4,1.4
RonnyMcLaughlin,enoch.goldner@gmail.com,ColinAllcars,8e666513-47bc-4729-b958-226cff0036cb,220,106,101,51.2,90,II,DIAMOND,2320,JUNGLE,21,23,2.8,4.7,2.5,4.5,3.9
ShawndaVandervortIV,elbert.dare@yahoo.com,JackPott,d80d431a-0562-48f1-bea1-904ecc40017d,558,120,101,54.3,116,I,CHALLENGER,3358,JUNGLE,5,7,4.8,3.7,3.2,4.2,3.1
NealJakubowski,buddy.kreiger@gmail.com,TyTass,4f21bf34-61f9-453f-990e-ea3c42055982,484,72,43,62.6,1,II,DIAMOND,2584,ADC,6,9,1.9,4.4,2.4,4.3,3.4
LoryBechtelar,mohammed.koepp@hotmail.com,WalterMelon,4caea7d4-4632-4793-8933-29df3f91cfd2,390,466,442,51.3,313,I,GRANDMASTER,3190,JUNGLE,2,5,1.1,2.3,1.1,2.4,4.3
BrunoCrooksII,rosette.pagac@gmail.com,TomA.Toe,01e7cc24-bdd9-4088-b296-bed8c96b7c3e,158,59,45,56.7,1,I,GRANDMASTER,2958,JUNGLE,23,1,1.3,3.4,1.4,2.4,1.8
WileyRoweV,robt.feest@hotmail.com,RufusLeaking,9d620e9c-22f0-4cdb-982f-1277e559a038,689,325,321,50.3,3,IV,SILVER,1789,SUPPORT,23,0,2.3,2.5,4.2,3.6,1.9
VirgenSchroeder,dwight.ortiz@gmail.com,LauraNorder,7bb9c4eb-a939-4afa-a986-9a888d018ddd,238,203,157,56.4,460,I,GRANDMASTER,3038,SUPPORT,14,18,4.9,1.4,3.9,3.2,2.3
KevenSchiller,edwin.kihn@gmail.com,PhilDeGrave,a0ad12ec-a5ce-46f2-81bb-1c0020eb6c14,217,202,198,50.5,171,IV,DIAMOND,2517,JUNGLE,19,23,3.2,1.3,2.6,2.1,3.6
